DOI,TokensTitulo,TokensAbstract,Autores,Fecha,Seccion
10.48550./arXiv.2503.11247,"['break', 'shallow', 'limit', 'task', 'drive', 'pixel', 'fusion', 'gap', 'free', 'rgbt', 'tracking']","['current', 'rgbt', 'tracking', 'method', 'often', 'overlook', 'impact', 'fusion', 'location', 'mitigate', 'modality', 'gap', 'be', 'key', 'factor', 'effective', 'tracking', 'analysis', 'reveal', 'shallow', 'fusion', 'yield', 'small', 'distribution', 'gap', 'however', 'limited', 'discriminative', 'power', 'shallow', 'network', 'hard', 'to', 'distinguish', 'task', 'relevant', 'information', 'noise', 'limit', 'potential', 'pixel', 'level', 'fusion', 'to', 'break', 'shallow', 'limit', 'propose', 'novel', 'drive', 'level', 'network', 'name', 'unveil', 'power', 'pixel', 'level', 'fusion', 'rgbt', 'track', 'progressive', 'learn', 'framework', 'particular', 'design', 'lightweight', 'pixel', 'level', 'fusion', 'adapter', 'pfa', 'exploit', 'mamba', 'linear', 'complexity', 'to', 'ensure', 'real', 'time', 'low', 'latency', 'rgbt', 'tracking', 'to', 'enhance', 'fusion', 'capability', 'pfa', 'task', 'drive', 'progressive', 'learn', 'framework', 'first', 'utilize', 'adaptive', 'multi', 'expert', 'distillation', 'to', 'inherits', 'fusion', 'knowledge', 'state', 'art', 'image', 'fusion', 'model', 'establish', 'robust', 'initialization', 'then', 'employ', 'decouple', 'representation', 'learning', 'scheme', 'to', 'achieve', 'task', 'relevant', 'information', 'fusion', 'moreover', 'to', 'overcome', 'appearance', 'variation', 'initial', 'template', 'search', 'frame', 'present', 'near', 'neighbor', 'dynamic', 'template', 'update', 'scheme', 'select', 'most', 'reliable', 'frame', 'close', 'current', 'search', 'frame', 'dynamic', 'template', 'extensive', 'experiment', 'demonstrate', 'tpf', 'significantly', 'outperform', 'exist', 'most', 'advanced', 'tracker', 'four', 'public', 'rgbt', 'tracking', 'dataset', 'code', 'will', 'be', 'release', 'acceptance']","Andong Lu, Yuanzhi Guo, Wanyu Wang, Chenglong Li, Jin Tang, Bin Luo",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11245,"['cross', 'view', 'lidar', 'base', 'place', 'recognition', 'large', 'scale', 'urban', 'scene', 'remote', 'sense', 'imagery']","['tackle', 'challenge', 'lidar', 'base', 'place', 'recognition', 'traditionally', 'depend', 'costly', 'time', 'consume', 'prior', 'map', 'to', 'overcome', 'first', 'construct', 'xa', 'dataset', 'encompass', 'approximately', 'remote', 'sensing', 'submap', 'lidar', 'point', 'cloud', 'submap', 'capture', 'urban', 'scene', 'propose', 'novel', 'method', 'cross', 'view', 'lidar', 'place', 'recognition', 'use', 'high', 'resolution', 'remote', 'sense', 'imagery', 'approach', 'enable', 'large', 'scale', 'localization', 'capability', 'reduce', 'cost', 'leverage', 'readily', 'available', 'overhead', 'image', 'map', 'proxy', 'address', 'dual', 'challenge', 'cross', 'view', 'cross', 'modal', 'place', 'recognition', 'learn', 'feature', 'alignment', 'point', 'cloud', 'submap', 'remote', 'sense', 'submap', 'semantic', 'domain', 'additionally', 'introduce', 'novel', 'probability', 'propagation', 'method', 'base', 'dynamic', 'gaussian', 'mixture', 'model', 'to', 'refine', 'position', 'prediction', 'effectively', 'leverage', 'temporal', 'spatial', 'information', 'approach', 'enable', 'large', 'scale', 'retrieval', 'cross', 'scene', 'generalization', 'fine', 'tuning', 'extensive', 'experiment', 'xa', 'demonstrate', 'retrieval', 'range', 'accurately', 'localize', 'point', 'cloud', 'submap', 'radius', 'retrieve', 'location', 'provide', 'video', 'to', 'more', 'vividly', 'display', 'place', 'recognition', 'result', 'https', 'url']","Ziwei Shi, Xiaoran Zhang, Yan Xia, Yu Zang, Siqi Shen, Cheng Wang",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11241,"['compound', 'expression', 'recognition', 'large', 'vision', 'language', 'model']","['compound', 'expression', 'recognition', 'cer', 'be', 'crucial', 'understand', 'human', 'emotion', 'improve', 'human', 'computer', 'interaction', 'however', 'cer', 'face', 'challenge', 'complexity', 'facial', 'expression', 'difficulty', 'capture', 'subtle', 'emotional', 'cue', 'to', 'address', 'issue', 'propose', 'novel', 'approach', 'leverage', 'large', 'vision', 'language', 'model', 'lvlm', 'method', 'employ', 'two', 'stage', 'fine', 'tuning', 'process', 'first', 'pre', 'train', 'lvlm', 'be', 'fine', 'tuned', 'basic', 'facial', 'expression', 'to', 'establish', 'foundational', 'pattern', 'second', 'model', 'be', 'far', 'optimize', 'compound', 'expression', 'dataset', 'to', 'refine', 'visual', 'language', 'feature', 'interaction', 'approach', 'achieve', 'advanced', 'accuracy', 'raf', 'db', 'dataset', 'demonstrate', 'strong', 'zero', 'shot', 'generalization', 'c', 'expr', 'db', 'dataset', 'showcase', 'potential', 'real', 'world', 'application', 'emotion', 'analysis', 'human', 'computer', 'interaction']","Jun Yu, Xilong Lu",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11240,"['well', 'alignment', 'training', 'diffusion', 'model', 'reinforcement', 'learning', 'sparse', 'reward']","['diffusion', 'model', 'have', 'achieve', 'remarkable', 'success', 'text', 'image', 'generation', 'however', 'practical', 'application', 'be', 'hinder', 'misalignment', 'generate', 'image', 'correspond', 'text', 'prompt', 'to', 'tackle', 'issue', 'reinforcement', 'learning', 'rl', 'have', 'be', 'consider', 'diffusion', 'model', 'fine', 'tuning', 'yet', 'rl', 'effectiveness', 'be', 'limit', 'challenge', 'sparse', 'reward', 'feedback', 'be', 'only', 'available', 'end', 'generation', 'process', 'make', 'difficult', 'to', 'identify', 'action', 'denoising', 'process', 'contribute', 'positively', 'final', 'generate', 'image', 'potentially', 'lead', 'ineffective', 'unnecessary', 'denoising', 'policy', 'end', 'paper', 'present', 'novel', 'rl', 'base', 'framework', 'address', 'sparse', 'reward', 'problem', 'training', 'diffusion', 'model', 'framework', 'name', 'employ', 'two', 'strategy', 'progressive', 'training', 'base', 'sampling', 'one', 'thing', 'backward', 'progressive', 'training', 'focus', 'initially', 'final', 'timestep', 'denoising', 'process', 'gradually', 'extend', 'training', 'interval', 'early', 'timestep', 'ease', 'learn', 'difficulty', 'sparse', 'reward', 'perform', 'branch', 'base', 'sampling', 'training', 'interval', 'compare', 'sample', 'same', 'branch', 'can', 'identify', 'much', 'policy', 'current', 'training', 'interval', 'contribute', 'final', 'image', 'help', 'to', 'learn', 'effective', 'policy', 'instead', 'unnecessary', 'one', 'be', 'compatible', 'exist', 'optimization', 'algorithm', 'extensive', 'experiment', 'demonstrate', 'effectiveness', 'improve', 'prompt', 'image', 'alignment', 'maintain', 'diversity', 'generate', 'image', 'code', 'work', 'be', 'available']","Zijing Hu, Fengda Zhang, Long Chen, Kun Kuang, Jiahui Li, Kaifeng Gao, Jun Xiao, Xin Wang, Wenwu Zhu",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11226,"['non', 'line', 'sight', 'optical', 'wireless', 'communication', 'use', 'neuromorphic', 'camera']","['neuromorphic', 'event', 'camera', 'inspire', 'biological', 'vision', 'system', 'capture', 'change', 'illumination', 'high', 'temporal', 'resolution', 'efficiency', 'produce', 'stream', 'event', 'rather', 'traditional', 'image', 'paper', 'explore', 'use', 'neuromorphic', 'camera', 'passive', 'optical', 'wireless', 'communication', 'owc', 'leverage', 'asynchronous', 'detection', 'illumination', 'change', 'decode', 'datum', 'transmit', 'reflection', 'light', 'object', 'propose', 'novel', 'system', 'utilize', 'neuromorphic', 'camera', 'passive', 'visible', 'light', 'communication', 'vlc', 'extend', 'concept', 'non', 'line', 'sight', 'nlo', 'scenario', 'passive', 'reflection', 'everyday', 'object', 'experiment', 'demonstrate', 'feasibility', 'advantage', 'use', 'neuromorphic', 'camera', 'vlc', 'characterize', 'performance', 'various', 'modulation', 'scheme', 'include', 'traditional', 'keying', 'ook', 'advanced', 'n', 'pulse', 'modulation', 'introduce', 'adaptive', 'pulse', 'modulation', 'scheme', 'dynamically', 'adjust', 'encode', 'base', 'packet', 'bit', 'composition', 'achieve', 'high', 'data', 'rate', 'robustness', 'different', 'scenario', 'result', 'show', 'lighter', 'color', 'glossy', 'object', 'be', 'well', 'nlo', 'communication', 'large', 'object', 'matte', 'finish', 'experience', 'high', 'error', 'rate', 'multipath', 'reflection']","Abbaas Alif Mohamed Nishar, Alireza Marefat, Ashwin Ashok",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11221,"['generalize', 'image', 'quality', 'assessment', 'relax', 'perfect', 'reference', 'quality', 'assumption']","['full', 'reference', 'image', 'quality', 'assessment', 'fr', 'iqa', 'generally', 'assume', 'reference', 'image', 'be', 'perfect', 'quality', 'however', 'assumption', 'be', 'flawed', 'sensor', 'optical', 'limitation', 'modern', 'imaging', 'system', 'moreover', 'recent', 'generative', 'enhancement', 'method', 'be', 'capable', 'produce', 'image', 'high', 'quality', 'original', 'challenge', 'effectiveness', 'applicability', 'current', 'fr', 'iqa', 'model', 'to', 'relax', 'assumption', 'perfect', 'reference', 'image', 'quality', 'build', 'large', 'scale', 'iqa', 'database', 'namely', 'diffiqa', 'contain', 'approximately', 'image', 'generate', 'diffusion', 'base', 'image', 'enhancer', 'adjustable', 'hyper', 'parameter', 'image', 'be', 'annotate', 'human', 'subject', 'bad', 'similar', 'well', 'quality', 'compare', 'reference', 'build', 'present', 'generalize', 'fr', 'iqa', 'model', 'namely', 'adaptive', 'fidelity', 'naturalness', 'evaluator', 'fine', 'to', 'accurately', 'assess', 'adaptively', 'combine', 'fidelity', 'naturalness', 'test', 'image', 'fine', 'align', 'well', 'standard', 'fr', 'iqa', 'reference', 'image', 'be', 'much', 'more', 'natural', 'test', 'image', 'demonstrate', 'extensive', 'experiment', 'fine', 'surpasse', 'standard', 'fr', 'iqa', 'model', 'well', 'establish', 'iqa', 'dataset', 'newly', 'create', 'diffiqa', 'to', 'far', 'validate', 'fine', 'additionally', 'construct', 'super', 'resolution', 'iqa', 'benchmark', 'sriqa', 'bench', 'encompass', 'test', 'image', 'derive', 'ten', 'state', 'art', 'sr', 'method', 'reliable', 'human', 'quality', 'annotation', 'test', 'sriqa', 'bench', 're', 'affirm', 'advantage', 'fine', 'code', 'dataset', 'be', 'available', 'https', 'url']","Du Chen, Tianhe Wu, Kede Ma, Lei Zhang",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11219,"['meet', 'million', 'scale', 'dataset', 'fine', 'grain', 'geospatial', 'scene', 'classification', 'zoom', 'free', 'remote', 'sense', 'imagery']","['accurate', 'fine', 'grain', 'geospatial', 'scene', 'classification', 'use', 'remote', 'sense', 'imagery', 'be', 'essential', 'wide', 'range', 'application', 'however', 'exist', 'approach', 'often', 'rely', 'manually', 'zoom', 'remote', 'sense', 'image', 'different', 'scale', 'to', 'create', 'typical', 'scene', 'sample', 'approach', 'fail', 'to', 'adequately', 'support', 'fix', 'resolution', 'image', 'interpretation', 'requirement', 'real', 'world', 'scenario', 'to', 'address', 'limitation', 'introduce', 'million', 'scale', 'fine', 'grain', 'geospatial', 'scene', 'classification', 'dataset', 'meet', 'contain', 'million', 'zoom', 'free', 'remote', 'sense', 'scene', 'sample', 'manually', 'annotate', 'fine', 'grain', 'category', 'meet', 'scene', 'sample', 'follow', 'scene', 'inscene', 'layout', 'central', 'scene', 'serve', 'reference', 'auxiliary', 'scene', 'provide', 'crucial', 'spatial', 'context', 'finegrained', 'classification', 'moreover', 'to', 'tackle', 'emerge', 'challenge', 'scene', 'scene', 'classification', 'present', 'context', 'aware', 'transformer', 'cat', 'model', 'specifically', 'design', 'task', 'adaptively', 'fuse', 'spatial', 'context', 'to', 'accurately', 'classify', 'scene', 'sample', 'cat', 'adaptively', 'fuse', 'spatial', 'context', 'to', 'accurately', 'classify', 'scene', 'sample', 'learn', 'attentional', 'feature', 'capture', 'relationship', 'center', 'auxiliary', 'scene', 'base', 'meet', 'establish', 'comprehensive', 'benchmark', 'fine', 'grain', 'geospatial', 'scene', 'classification', 'evaluate', 'cat', 'competitive', 'baseline', 'result', 'demonstrate', 'cat', 'significantly', 'outperform', 'baseline', 'achieve', 'high', 'balanced', 'accuracy', 'ba', 'swin', 'large', 'backbone', 'notable', 'improvement', 'swin', 'huge', 'backbone', 'further', 'experiment', 'validate', 'effectiveness', 'module', 'cat', 'show', 'practical', 'applicability', 'cat', 'urban', 'functional', 'zone', 'mapping', 'source', 'code', 'dataset', 'will', 'be', 'publicly', 'available', 'https', 'url']","Yansheng Li, Yuning Wu, Gong Cheng, Chao Tao, Bo Dang, Yu Wang, Jiahao Zhang, Chuge Zhang, Yiting Liu, Xu Tang, Jiayi Ma, Yongjun Zhang",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11218,"['general', 'multimodal', 'visual', 'tracking']","['exist', 'multimodal', 'tracking', 'study', 'focus', 'bi', 'modal', 'scenario', 'such', 'rgb', 'thermal', 'rgb', 'event', 'rgb', 'language', 'promise', 'tracking', 'performance', 'be', 'achieve', 'leverage', 'complementary', 'cue', 'different', 'source', 'remain', 'challenge', 'complex', 'scene', 'limitation', 'bi', 'modal', 'scenario', 'work', 'introduce', 'general', 'multimodal', 'visual', 'tracking', 'task', 'fully', 'exploit', 'advantage', 'four', 'modality', 'include', 'rgb', 'thermal', 'infrared', 'event', 'language', 'robust', 'tracking', 'challenging', 'condition', 'to', 'provide', 'comprehensive', 'evaluation', 'platform', 'general', 'multimodal', 'visual', 'tracking', 'construct', 'large', 'scale', 'high', 'quality', 'benchmark', 'comprise', 'video', 'sequence', 'total', 'high', 'resolution', 'frame', 'group', 'frame', 'group', 'four', 'modality', 'be', 'spatially', 'align', 'meticulously', 'annotate', 'bounding', 'box', 'sequence', 'level', 'challenge', 'attribute', 'be', 'provide', 'detailed', 'performance', 'analysis', 'quad', 'modal', 'datum', 'provide', 'rich', 'information', 'difference', 'information', 'quantity', 'modality', 'computational', 'burden', 'four', 'modality', 'be', 'two', 'challenging', 'issue', 'fuse', 'four', 'modality', 'to', 'handle', 'issue', 'propose', 'novel', 'approach', 'call', 'quadfusion', 'incorporate', 'efficient', 'multiscale', 'fusion', 'mamba', 'four', 'different', 'scanning', 'scale', 'to', 'achieve', 'sufficient', 'interaction', 'four', 'modality', 'overcome', 'exponential', 'computational', 'burden', 'general', 'multimodal', 'visual', 'tracking', 'extensive', 'experiment', 'dataset', 'three', 'bi', 'modal', 'tracking', 'dataset', 'include', 'lasher', 'visevent', 'validate', 'effectiveness', 'quadfusion']","Andong Lu, Mai Wen, Jinhu Wang, Yuanzhi Guo, Chenglong Li, Jin Tang, Bin Luo",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11213,"['simulate', 'dual', 'pixel', 'image', 'ray', 'trace', 'depth', 'estimation']","['many', 'study', 'utilize', 'dual', 'pixel', 'dp', 'sensor', 'phase', 'characteristic', 'various', 'application', 'such', 'depth', 'estimation', 'deblurring', 'however', 'dp', 'image', 'feature', 'be', 'entirely', 'determine', 'camera', 'hardware', 'dp', 'depth', 'pair', 'dataset', 'be', 'very', 'scarce', 'especially', 'perform', 'depth', 'estimation', 'customize', 'camera', 'to', 'overcome', 'study', 'simulate', 'dp', 'image', 'use', 'ideal', 'optical', 'system', 'model', 'however', 'simulation', 'often', 'violate', 'real', 'optical', 'propagation', 'law', 'lead', 'poor', 'generalization', 'real', 'dp', 'datum', 'to', 'address', 'investigate', 'domain', 'gap', 'simulated', 'real', 'dp', 'datum', 'propose', 'solution', 'use', 'simulating', 'dp', 'image', 'ray', 'tracing', 'sdirt', 'scheme', 'sdirt', 'generate', 'realistic', 'dp', 'image', 'ray', 'tracing', 'integrate', 'depth', 'estimation', 'training', 'pipeline', 'experimental', 'result', 'show', 'model', 'train', 'sdirt', 'simulate', 'image', 'generalize', 'well', 'real', 'dp', 'datum']","Fengchen He, Dayang Zhao, Hao Xu, Tingwei Quan, Shaoqun Zeng",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11205,"['llava', 'mlb', 'mitigate', 'leverage', 'attention', 'bias', 'training', 'free', 'video', 'llm']","['training', 'free', 'video', 'large', 'language', 'model', 'llm', 'leverage', 'pretraine', 'image', 'llm', 'to', 'process', 'video', 'content', 'need', 'further', 'training', 'key', 'challenge', 'such', 'approach', 'be', 'difficulty', 'retain', 'essential', 'visual', 'temporal', 'information', 'constrain', 'token', 'limit', 'image', 'llm', 'to', 'address', 'propose', 'two', 'stage', 'method', 'select', 'query', 'relevant', 'token', 'base', 'llm', 'attention', 'score', 'compress', 'video', 'sequence', 'then', 'expand', 'sequence', 'however', 'compression', 'stage', 'image', 'llm', 'often', 'exhibit', 'positional', 'attention', 'bias', 'video', 'sequence', 'attention', 'be', 'overly', 'concentrated', 'later', 'frame', 'cause', 'early', 'frame', 'information', 'to', 'be', 'underutilize', 'to', 'alleviate', 'attention', 'bias', 'sequence', 'compression', 'propose', 'gridded', 'attention', 'pool', 'preserve', 'spatiotemporal', 'structure', 'additionally', 'introduce', 'visual', 'summarization', 'tail', 'to', 'effectively', 'utilize', 'bias', 'facilitate', 'overall', 'video', 'understanding', 'sequence', 'expansion', 'way', 'method', 'effectively', 'mitigate', 'leverage', 'attention', 'bias', 'llava', 'mlb', 'enable', 'frozen', 'image', 'llm', 'detailed', 'video', 'understanding', 'experiment', 'several', 'benchmark', 'demonstrate', 'approach', 'outperform', 'state', 'art', 'method', 'achieve', 'superior', 'performance', 'efficiency', 'accuracy', 'code', 'will', 'be', 'release']","Leqi Shen, Tao He, Guoqiang Gong, Fan Yang, Yifeng Zhang, Pengzhang Liu, Sicheng Zhao, Guiguang Ding",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11199,"['nf', 'slam', 'effective', 'normalizing', 'flow', 'support', 'neural', 'field', 'representation', 'object', 'level', 'visual', 'slam', 'automotive', 'application']","['propose', 'novel', 'vision', 'only', 'object', 'level', 'slam', 'framework', 'automotive', 'application', 'represent', 'shape', 'implicit', 'sign', 'distance', 'function', 'key', 'innovation', 'consist', 'augment', 'standard', 'neural', 'representation', 'normalizing', 'flow', 'network', 'result', 'achieve', 'strong', 'representation', 'power', 'specific', 'class', 'road', 'vehicle', 'be', 'make', 'possible', 'compact', 'network', 'only', 'dimensional', 'latent', 'code', 'furthermore', 'newly', 'propose', 'architecture', 'exhibit', 'significant', 'performance', 'improvement', 'presence', 'only', 'sparse', 'noisy', 'datum', 'be', 'demonstrate', 'comparative', 'experiment', 'synthetic', 'datum', 'module', 'be', 'embed', 'back', 'end', 'stereo', 'vision', 'base', 'framework', 'joint', 'incremental', 'shape', 'optimization', 'loss', 'function', 'be', 'give', 'combination', 'sparse', 'point', 'base', 'sdf', 'loss', 'sparse', 'render', 'loss', 'semantic', 'mask', 'base', 'silhouette', 'consistency', 'term', 'furthermore', 'leverage', 'semantic', 'information', 'to', 'determine', 'keypoint', 'extraction', 'density', 'front', 'end', 'finally', 'experimental', 'result', 'real', 'world', 'datum', 'reveal', 'accurate', 'reliable', 'performance', 'comparable', 'alternative', 'framework', 'make', 'use', 'direct', 'depth', 'reading', 'propose', 'method', 'perform', 'well', 'only', 'sparse', 'point', 'obtain', 'bundle', 'adjustment', 'eventually', 'continue', 'to', 'deliver', 'stable', 'result', 'even', 'exclusive', 'use', 'mask', 'consistency', 'term']","Li Cui, Yang Ding, Richard Hartley, Zirui Xie, Laurent Kneip, Zhenghua Yu",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11195,"['provenance', 'detection', 'ai', 'generate', 'image', 'combine', 'perceptual', 'hashing', 'homomorphic', 'encryption', 'ai', 'detection', 'model']","['ai', 'generate', 'sensitive', 'image', 'become', 'more', 'prevalent', 'identify', 'source', 'be', 'crucial', 'distinguish', 'real', 'image', 'conventional', 'image', 'watermarking', 'method', 'be', 'vulnerable', 'common', 'transformation', 'filter', 'lossy', 'compression', 'screenshot', 'often', 'apply', 'social', 'medium', 'sharing', 'watermark', 'can', 'also', 'be', 'fake', 'remove', 'model', 'be', 'open', 'sourced', 'leak', 'image', 'can', 'be', 'rewatermarke', 'have', 'develop', 'three', 'part', 'framework', 'secure', 'transformation', 'resilient', 'ai', 'content', 'provenance', 'detection', 'to', 'address', 'limitation', 'develop', 'adversarially', 'robust', 'state', 'art', 'perceptual', 'hashing', 'model', 'dinohash', 'derive', 'be', 'robust', 'common', 'transformation', 'filter', 'compression', 'crop', 'additionally', 'integrate', 'multi', 'party', 'fully', 'homomorphic', 'fhe', 'scheme', 'propose', 'framework', 'to', 'ensure', 'protection', 'user', 'query', 'registry', 'privacy', 'furthermore', 'improve', 'previous', 'work', 'ai', 'generate', 'medium', 'detection', 'approach', 'be', 'useful', 'case', 'content', 'be', 'absent', 'registry', 'dinohash', 'significantly', 'improve', 'average', 'bit', 'accuracy', 'state', 'art', 'watermarking', 'perceptual', 'hash', 'method', 'maintain', 'superior', 'true', 'positive', 'rate', 'tpr', 'false', 'positive', 'rate', 'fpr', 'tradeoff', 'various', 'transformation', 'ai', 'generate', 'medium', 'detection', 'result', 'show', 'improvement', 'classification', 'accuracy', 'commonly', 'use', 'real', 'world', 'ai', 'image', 'generator', 'exist', 'algorithm', 'combine', 'perceptual', 'hashing', 'mp', 'fhe', 'ai', 'content', 'detection', 'model', 'propose', 'framework', 'provide', 'well', 'robustness', 'privacy', 'compare', 'previous', 'work']","Shree Singhi, Aayan Yadav, Aayush Gupta, Shariar Ebrahimi, Parisa Hassanizadeh",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11194,"['online', 'test', 'time', 'adaptation', 'human', 'pose', 'estimation', 'practical', 'perspective', 'estimated', 'pose']","['online', 'test', 'time', 'adaptation', 'human', 'pose', 'estimation', 'be', 'use', 'video', 'stream', 'differ', 'training', 'datum', 'ground', 'truth', 'pose', 'be', 'use', 'adaptation', 'only', 'estimate', 'pose', 'be', 'available', 'practice', 'paper', 'address', 'adapt', 'model', 'stream', 'video', 'estimated', 'pose', 'compare', 'adaptation', 'reveal', 'challenge', 'limit', 'estimation', 'error', 'preserve', 'accurate', 'pose', 'information', 'end', 'propose', 'adaptive', 'aggregation', 'two', 'stage', 'optimization', 'local', 'augmentation', 'handle', 'vary', 'level', 'estimate', 'pose', 'error', 'first', 'perform', 'adaptive', 'aggregation', 'video', 'to', 'initialize', 'model', 'state', 'label', 'representative', 'sample', 'video', 'use', 'two', 'stage', 'optimization', 'to', 'benefit', 'fitting', 'minimize', 'impact', 'erroneous', 'update', 'second', 'employ', 'local', 'augmentation', 'use', 'adjacent', 'confident', 'sample', 'to', 'update', 'model', 'adapt', 'current', 'non', 'confident', 'sample', 'method', 'surpass', 'state', 'art', 'large', 'margin', 'advance', 'adaptation', 'more', 'practical', 'setting', 'use', 'estimated', 'pose']","Qiuxia Lin, Kerui Gu, Linlin Yang, Angela Yao",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11187,"['fastvid', 'dynamic', 'density', 'prune', 'fast', 'video', 'large', 'language', 'model']","['video', 'large', 'language', 'model', 'have', 'show', 'impressive', 'capability', 'video', 'comprehension', 'practical', 'deployment', 'be', 'hinder', 'substantial', 'inference', 'cost', 'cause', 'redundant', 'video', 'token', 'exist', 'prune', 'technique', 'fail', 'to', 'fully', 'exploit', 'spatiotemporal', 'redundancy', 'inherent', 'video', 'datum', 'to', 'bridge', 'gap', 'perform', 'systematic', 'analysis', 'video', 'redundancy', 'two', 'perspective', 'temporal', 'context', 'visual', 'context', 'leverage', 'insight', 'propose', 'dynamic', 'density', 'prune', 'fast', 'video', 'llm', 'term', 'fastvid', 'specifically', 'fastvid', 'dynamically', 'partition', 'video', 'temporally', 'order', 'segment', 'to', 'preserve', 'temporal', 'structure', 'apply', 'density', 'base', 'token', 'pruning', 'strategy', 'to', 'maintain', 'essential', 'visual', 'information', 'method', 'significantly', 'reduce', 'computational', 'overhead', 'maintain', 'temporal', 'visual', 'integrity', 'extensive', 'evaluation', 'show', 'fastvid', 'achieve', 'state', 'art', 'performance', 'various', 'long', 'video', 'benchmark', 'lead', 'video', 'llm', 'include', 'llava', 'onevision', 'llava', 'video', 'notably', 'fastvid', 'effectively', 'prune', 'video', 'token', 'retain', 'llava', 'onevision', 'original', 'performance', 'code', 'be', 'available', 'https', 'url']","Leqi Shen, Guoqiang Gong, Tao He, Yifeng Zhang, Pengzhang Liu, Sicheng Zhao, Guiguang Ding",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11183,"['multimodal', 'aware', 'fusion', 'network', 'refer', 'remote', 'sense', 'image', 'segmentation']","['refer', 'remote', 'sense', 'image', 'segmentation', 'rrsis', 'be', 'novel', 'visual', 'task', 'remote', 'sensing', 'image', 'segmentation', 'aim', 'to', 'segment', 'object', 'base', 'give', 'text', 'description', 'great', 'significance', 'practical', 'application', 'previous', 'study', 'fuse', 'visual', 'linguistic', 'modality', 'explicit', 'feature', 'interaction', 'fail', 'to', 'effectively', 'excavate', 'useful', 'multimodal', 'information', 'dual', 'branch', 'encoder', 'letter', 'design', 'multimodal', 'aware', 'fusion', 'network', 'mafn', 'to', 'achieve', 'fine', 'grain', 'alignment', 'fusion', 'two', 'modality', 'propose', 'correlation', 'fusion', 'module', 'cfm', 'to', 'enhance', 'multi', 'scale', 'visual', 'feature', 'introduce', 'adaptively', 'noise', 'transformer', 'integrate', 'cross', 'modal', 'aware', 'feature', 'addition', 'mafn', 'employ', 'multi', 'scale', 'refinement', 'convolution', 'msrc', 'to', 'adapt', 'various', 'orientation', 'object', 'different', 'scale', 'to', 'boost', 'representation', 'ability', 'to', 'enhance', 'segmentation', 'accuracy', 'extensive', 'experiment', 'have', 'show', 'mafn', 'be', 'significantly', 'more', 'effective', 'state', 'art', 'rrsis', 'd', 'dataset', 'source', 'code', 'be', 'available', 'https', 'url']","Leideng Shi, Juan Zhang",14/03/2025,Vision&Patrones
10.48550./arXiv.2503.11181,"['multi', 'stage', 'generative', 'upscaler', 'reconstruct', 'football', 'broadcast', 'image', 'diffusion', 'model']","['reconstruction', 'low', 'resolution', 'football', 'broadcast', 'image', 'present', 'significant', 'challenge', 'sport', 'broadcasting', 'detailed', 'visual', 'be', 'essential', 'analysis', 'audience', 'engagement', 'study', 'introduce', 'multi', 'stage', 'generative', 'upscale', 'framework', 'leverage', 'diffusion', 'model', 'to', 'enhance', 'degraded', 'image', 'transform', 'input', 'as', 'small', 'pixel', 'high', 'fidelity', 'output', 'integrate', 'image', 'image', 'pipeline', 'controlnet', 'conditioning', 'lora', 'fine', 'tuning', 'approach', 'surpass', 'traditional', 'upscale', 'method', 'restore', 'intricate', 'texture', 'domain', 'specific', 'element', 'such', 'player', 'detail', 'jersey', 'logo', 'custom', 'lora', 'be', 'train', 'custom', 'football', 'dataset', 'ensure', 'adaptability', 'sport', 'broadcast', 'need', 'experimental', 'result', 'demonstrate', 'substantial', 'improvement', 'conventional', 'model', 'controlnet', 'refine', 'fine', 'detail', 'lora', 'enhance', 'task', 'specific', 'element', 'finding', 'highlight', 'potential', 'diffusion', 'base', 'image', 'reconstruction', 'sport', 'medium', 'pave', 'way', 'future', 'application', 'automate', 'video', 'enhancement', 'real', 'time', 'sport', 'analytic']","Luca Martini, Daniele Zolezzi, Saverio Iacono, Gianni Viardo Vercelli",14/03/2025,Vision&Patrones
